xflr5 v6.47

Validation Plane
T1-50.0 m/s-VLM2-Inviscid
QInf  =   50.000000 m/s
Alpha =    2.000000
Beta  =    0.000°
Phi   =    0.000°
Ctrl  =    0.000
CL    =    0.546792
Cy    =   -0.000000
Cd    =    0.009487     ICd   =    0.009487     PCd   =    0.000000
 216       3.739e-01      -1.230e+00       4.247e-02          -0.032          -0.002           0.999       6.545e-02          0.8036
 217       2.443e-01      -1.230e+00       3.698e-02          -0.077          -0.002           0.997       5.546e-02          0.7714
 218       1.373e-01      -1.230e+00       2.787e-02          -0.114          -0.002           0.993       4.224e-02          0.7499
 219       5.893e-02      -1.230e+00       1.846e-02          -0.144          -0.001           0.990       2.647e-02          0.8022
 220       1.386e-02      -1.230e+00       1.206e-02          -0.115          -0.002           0.993       8.964e-03          1.8238
Strip 18
 221       1.269e+00      -7.415e-01      -2.888e-02           0.152           0.002           0.988       9.210e-03          0.1475
 222       1.241e+00      -7.415e-01      -2.472e-02           0.147           0.002           0.989       2.708e-02          0.2535
 223       1.179e+00      -7.415e-01      -1.561e-02           0.138           0.001           0.990       4.331e-02          0.3642
 224       1.085e+00      -7.415e-01      -2.970e-03           0.123           0.000           0.992       5.696e-02          0.4694
 225       9.645e-01      -7.415e-01       1.122e-02           0.103          -0.000           0.995       6.723e-02          0.5638
 226       8.253e-01      -7.415e-01       2.477e-02           0.080          -0.001           0.997       7.356e-02          0.6492
 227       6.752e-01      -7.415e-01       3.574e-02           0.053          -0.001           0.999       7.563e-02          0.7341
 228       5.228e-01      -7.415e-01       4.254e-02           0.019          -0.002           1.000       7.334e-02          0.8187
 229       3.771e-01      -7.415e-01       4.360e-02          -0.032          -0.002           0.999       6.691e-02          0.8219
 230       2.464e-01      -7.415e-01       3.812e-02          -0.078          -0.002           0.997       5.670e-02          0.7852
 231       1.385e-01      -7.415e-01       2.882e-02          -0.116          -0.002           0.993       4.319e-02          0.7591
 232       5.947e-02      -7.415e-01       1.922e-02          -0.144          -0.001           0.990       2.706e-02          0.8080
 233       1.402e-02      -7.415e-01       1.278e-02          -0.105          -0.002           0.994       9.154e-03          1.9111
Strip 19
 234       1.279e+00      -2.477e-01      -3.161e-02           0.160           0.002           0.987       9.363e-03          0.1557
 235       1.252e+00      -2.477e-01      -2.720e-02           0.155           0.001           0.988       2.752e-02          0.2651
 236       1.189e+00      -2.477e-01      -1.757e-02           0.143           0.001           0.990       4.401e-02          0.3765
 237       1.094e+00      -2.477e-01      -4.304e-03           0.127           0.000           0.992       5.786e-02          0.4804
 238       9.725e-01      -2.477e-01       1.050e-02           0.106          -0.000           0.994       6.828e-02          0.5717
 239       8.322e-01      -2.477e-01       2.457e-02           0.082          -0.001           0.997       7.470e-02          0.6538
 240       6.808e-01      -2.477e-01       3.601e-02           0.056          -0.001           0.998       7.680e-02          0.7410
 241       5.272e-01      -2.477e-01       4.332e-02           0.022          -0.002           1.000       7.447e-02          0.8319
 242       3.802e-01      -2.477e-01       4.474e-02          -0.031          -0.002           1.000       6.793e-02          0.8344
 243       2.485e-01      -2.477e-01       3.927e-02          -0.079          -0.002           0.997       5.757e-02          0.7926
 244       1.397e-01      -2.477e-01       2.978e-02          -0.117          -0.002           0.993       4.386e-02          0.7603
 245       6.001e-02      -2.477e-01       1.998e-02          -0.145          -0.001           0.989       2.748e-02          0.8020
 246       1.419e-02      -2.477e-01       1.351e-02          -0.095          -0.002           0.995       9.285e-03          1.9701
Strip 20
 247       1.279e+00       2.477e-01      -3.161e-02           0.160          -0.002           0.987       9.363e-03          0.1557
 248       1.252e+00       2.477e-01      -2.720e-02           0.155          -0.001           0.988       2.752e-02          0.2651
 249       1.189e+00       2.477e-01      -1.757e-02           0.143          -0.001           0.990       4.401e-02          0.3765
 250       1.094e+00       2.477e-01      -4.304e-03           0.127          -0.000           0.992       5.786e-02          0.4804
 251       9.725e-01       2.477e-01       1.050e-02           0.106           0.000           0.994       6.828e-02          0.5717
 252       8.322e-01       2.477e-01       2.457e-02           0.082           0.001           0.997       7.470e-02          0.6538
 253       6.808e-01       2.477e-01       3.601e-02           0.056           0.001           0.998       7.680e-02          0.7410
 254       5.272e-01       2.477e-01       4.332e-02           0.022           0.002           1.000       7.447e-02          0.8319
 255       3.802e-01       2.477e-01       4.474e-02          -0.031           0.002           1.000       6.793e-02          0.8344
 256       2.485e-01       2.477e-01       3.927e-02          -0.079           0.002           0.997       5.757e-02          0.7926
 257       1.397e-01       2.477e-01       2.978e-02          -0.117           0.002           0.993       4.386e-02          0.7603
 258       6.001e-02       2.477e-01       1.998e-02          -0.145           0.001           0.989       2.748e-02          0.8020
 259       1.419e-02       2.477e-01       1.351e-02          -0.095           0.002           0.995       9.285e-03          1.9701
Strip 21
 260       1.269e+00       7.415e-01      -2.888e-02           0.152          -0.002           0.988       9.210e-03          0.1475
 261       1.241e+00       7.415e-01      -2.472e-02           0.147          -0.002           0.989       2.708e-02          0.2535
 262       1.179e+00       7.415e-01      -1.561e-02           0.138          -0.001           0.990       4.331e-02          0.3642
 263       1.085e+00       7.415e-01      -2.970e-03           0.123          -0.000           0.992       5.696e-02          0.4694
 264       9.645e-01       7.415e-01       1.122e-02           0.103           0.000           0.995       6.723e-02          0.5638
 265       8.253e-01       7.415e-01       2.477e-02           0.080           0.001           0.997       7.356e-02          0.6492
 266       6.752e-01       7.415e-01       3.574e-02           0.053           0.001           0.999       7.563e-02          0.7341
 267       5.228e-01       7.415e-01       4.254e-02           0.019           0.002           1.000       7.334e-02          0.8187
 268       3.771e-01       7.415e-01       4.360e-02          -0.032           0.002           0.999       6.691e-02          0.8219
 269       2.464e-01       7.415e-01       3.812e-02          -0.078           0.002           0.997       5.670e-02          0.7852
 270       1.385e-01       7.415e-01       2.882e-02          -0.116           0.002           0.993       4.319e-02          0.7591
 271       5.947e-02       7.415e-01       1.922e-02          -0.144           0.001           0.990       2.706e-02          0.8080
 272       1.402e-02       7.415e-01       1.278e-02          -0.105           0.002           0.994       9.154e-03          1.9111
Strip 22
 273       1.258e+00       1.230e+00      -2.617e-02           0.144          -0.002           0.990       8.998e-03          0.1379
 274       1.231e+00       1.230e+00      -2.227e-02           0.140          -0.002           0.990       2.646e-02          0.2395
 275       1.169e+00       1.230e+00      -1.367e-02           0.132          -0.001           0.991       4.233e-02          0.3485
 276       1.076e+00       1.230e+00      -1.649e-03           0.119          -0.000           0.993       5.569e-02          0.4541
 277       9.565e-01       1.230e+00       1.194e-02           0.100           0.000           0.995       6.574e-02          0.5510
 278       8.184e-01       1.230e+00       2.498e-02           0.077           0.001           0.997       7.194e-02          0.6394
 279       6.695e-01       1.230e+00       3.546e-02           0.050           0.001           0.999       7.397e-02          0.7218
 280       5.184e-01       1.230e+00       4.176e-02           0.016           0.002           1.000       7.174e-02          0.7998
 281       3.739e-01       1.230e+00       4.247e-02          -0.032           0.002           0.999       6.545e-02          0.8036
 282       2.443e-01       1.230e+00       3.698e-02          -0.077           0.002           0.997       5.546e-02          0.7714
 283       1.373e-01       1.230e+00       2.787e-02          -0.114           0.002           0.993       4.224e-02          0.7499
 284       5.893e-02       1.230e+00       1.846e-02          -0.144           0.001           0.990       2.647e-02          0.8022
 285       1.386e-02       1.230e+00       1.206e-02          -0.115           0.002           0.993       8.964e-03          1.8238
Strip 23
 286       1.248e+00       1.711e+00      -2.351e-02           0.135          -0.002           0.991       8.729e-03          0.1275
 287       1.221e+00       1.711e+00      -1.986e-02           0.133          -0.002           0.991       2.567e-02          0.2244
 288       1.159e+00       1.711e+00      -1.176e-02           0.126          -0.001           0.992       4.109e-02          0.3312
 289       1.067e+00       1.711e+00      -3.515e-04           0.114          -0.000           0.993       5.406e-02          0.4368
 290       9.486e-01       1.711e+00       1.265e-02           0.097           0.000           0.995       6.384e-02          0.5359
 291       8.117e-01       1.711e+00       2.518e-02           0.075           0.001           0.997       6.986e-02          0.6269
 292       6.640e-01       1.711e+00       3.520e-02           0.047           0.001           0.999       7.183e-02          0.7064
 293       5.142e-01       1.711e+00       4.101e-02           0.013           0.002           1.000       6.967e-02          0.7774
 294       3.708e-01       1.711e+00       4.136e-02          -0.033           0.002           0.999       6.357e-02          0.7814
 295       2.423e-01       1.711e+00       3.586e-02          -0.076           0.002           0.997       5.387e-02          0.7529
 296       1.361e-01       1.711e+00       2.694e-02          -0.113           0.002           0.994       4.102e-02          0.7347
 297       5.840e-02       1.711e+00       1.772e-02          -0.143           0.001           0.990       2.571e-02          0.7869
 298       1.370e-02       1.711e+00       1.136e-02          -0.124           0.002           0.992       8.717e-03          1.7142
Strip 24
 299       1.238e+00       2.179e+00      -2.092e-02           0.127          -0.003           0.992       8.407e-03          0.1168
 300       1.211e+00       2.179e+00      -1.751e-02           0.125          -0.002           0.992       2.473e-02          0.2087
 301       1.150e+00       2.179e+00      -9.900e-03           0.120          -0.001           0.993       3.959e-02          0.3130
 302       1.058e+00       2.179e+00       9.146e-04           0.110          -0.000           0.994       5.210e-02          0.4182
 303       9.409e-01       2.179e+00       1.334e-02           0.094           0.000           0.996       6.153e-02          0.5193
 304       8.051e-01       2.179e+00       2.537e-02           0.072           0.001           0.997       6.735e-02          0.6126
 305       6.586e-01       2.179e+00       3.494e-02           0.044           0.001           0.999       6.925e-02          0.6889
 306       5.100e-01       2.179e+00       4.027e-02           0.010           0.002           1.000       6.718e-02          0.7527
 307       3.678e-01       2.179e+00       4.028e-02          -0.034           0.002           0.999       6.129e-02          0.7563
 308       2.403e-01       2.179e+00       3.477e-02          -0.075           0.002           0.997       5.193e-02          0.7309
 309       1.350e-01       2.179e+00       2.603e-02          -0.111           0.002           0.994       3.955e-02          0.7147
 310       5.788e-02       2.179e+00       1.700e-02          -0.142           0.001           0.990       2.478e-02          0.7639
 311       1.354e-02       2.179e+00       1.067e-02          -0.134           0.002           0.991       8.415e-03          1.5872
Strip 25
 312       1.228e+00       2.633e+00      -1.841e-02           0.119          -0.003           0.993       8.036e-03          0.1059
 313       1.202e+00       2.633e+00      -1.523e-02           0.118          -0.002           0.993       2.364e-02          0.1926
 314       1.141e+00       2.633e+00      -8.099e-03           0.114          -0.001           0.993       3.785e-02          0.2942
 315       1.050e+00       2.633e+00       2.141e-03           0.106          -0.000           0.994       4.983e-02          0.3989
 316       9.335e-01       2.633e+00       1.401e-02           0.091           0.000           0.996       5.886e-02          0.5016
 317       7.988e-01       2.633e+00       2.556e-02           0.070           0.001           0.998       6.443e-02          0.5969
 318       6.534e-01       2.633e+00       3.468e-02           0.041           0.001           0.999       6.625e-02          0.6698
 319       5.059e-01       2.633e+00       3.955e-02           0.008           0.002           1.000       6.427e-02          0.7262
 320       3.648e-01       2.633e+00       3.923e-02          -0.035           0.002           0.999       5.865e-02          0.7290
 321       2.384e-01       2.633e+00       3.371e-02          -0.075           0.002           0.997       4.969e-02          0.7061
 322       1.339e-01       2.633e+00       2.515e-02          -0.110           0.002           0.994       3.783e-02          0.6908
 323       5.738e-02       2.633e+00       1.629e-02          -0.141           0.001           0.990       2.371e-02          0.7346
 324       1.339e-02       2.633e+00       9.999e-03          -0.143           0.002           0.990       8.062e-03          1.4464
Strip 26
 325       1.219e+00       3.069e+00      -1.600e-02           0.111          -0.003           0.994       7.619e-03          0.0950
 326       1.192e+00       3.069e+00      -1.305e-02           0.111          -0.002           0.994       2.241e-02          0.1763
 327       1.132e+00       3.069e+00      -6.369e-03           0.109          -0.001           0.994       3.590e-02          0.2750
 328       1.042e+00       3.069e+00       3.318e-03           0.101          -0.001           0.995       4.726e-02          0.3791
 329       9.264e-01       3.069e+00       1.465e-02           0.088           0.000           0.996       5.584e-02          0.4831
 330       7.927e-01       3.069e+00       2.574e-02           0.068           0.001           0.998       6.113e-02          0.5801
 331       6.484e-01       3.069e+00       3.444e-02           0.038           0.001           0.999       6.286e-02          0.6494
 332       5.020e-01       3.069e+00       3.886e-02           0.005           0.002           1.000       6.099e-02          0.6982
 333       3.620e-01       3.069e+00       3.822e-02          -0.036           0.002           0.999       5.566e-02          0.7000
 334       2.365e-01       3.069e+00       3.270e-02          -0.074           0.002           0.997       4.715e-02          0.6789
 335       1.328e-01       3.069e+00       2.431e-02          -0.108           0.002           0.994       3.589e-02          0.6634
 336       5.690e-02       3.069e+00       1.562e-02          -0.141           0.001           0.990       2.250e-02          0.6994
 337       1.324e-02       3.069e+00       9.358e-03          -0.153           0.001           0.988       7.661e-03          1.2939
Strip 27
 338       1.210e+00       3.483e+00      -1.370e-02           0.103          -0.003           0.995       7.159e-03          0.0840
 339       1.184e+00       3.483e+00      -1.097e-02           0.104          -0.003           0.995       2.106e-02          0.1599
 340       1.124e+00       3.483e+00      -4.722e-03           0.103          -0.002           0.995       3.374e-02          0.2557
 341       1.034e+00       3.483e+00       4.438e-03           0.097          -0.001           0.995       4.443e-02          0.3588
 342       9.196e-01       3.483e+00       1.526e-02           0.085           0.000           0.996       5.250e-02          0.4638
 343       7.869e-01       3.483e+00       2.591e-02           0.065           0.001           0.998       5.748e-02          0.5623
 344       6.437e-01       3.483e+00       3.421e-02           0.036           0.001           0.999       5.912e-02          0.6278
 345       4.984e-01       3.483e+00       3.821e-02           0.002           0.002           1.000       5.736e-02          0.6690
 346       3.594e-01       3.483e+00       3.726e-02          -0.036           0.002           0.999       5.234e-02          0.6694
 347       2.348e-01       3.483e+00       3.173e-02          -0.073           0.002           0.997       4.434e-02          0.6494
 348       1.318e-01       3.483e+00       2.350e-02          -0.107           0.002           0.994       3.375e-02          0.6328
 349       5.645e-02       3.483e+00       1.498e-02          -0.140           0.001           0.990       2.116e-02          0.6588
 350       1.310e-02       3.483e+00       8.748e-03          -0.161           0.001           0.987       7.216e-03          1.1313
Strip 28
 351       1.201e+00       3.874e+00      -1.154e-02           0.096          -0.003           0.995       6.661e-03          0.0731
 352       1.175e+00       3.874e+00      -9.004e-03           0.098          -0.003           0.995       1.960e-02          0.1436
 353       1.116e+00       3.874e+00      -3.170e-03           0.098          -0.002           0.995       3.140e-02          0.2362
 354       1.027e+00       3.874e+00       5.495e-03           0.094          -0.001           0.996       4.136e-02          0.3381
 355       9.132e-01       3.874e+00       1.583e-02           0.083           0.000           0.997       4.888e-02          0.4439
 356       7.814e-01       3.874e+00       2.607e-02           0.063           0.001           0.998       5.352e-02          0.5434
 357       6.392e-01       3.874e+00       3.399e-02           0.033           0.001           0.999       5.504e-02          0.6050
 358       4.949e-01       3.874e+00       3.759e-02          -0.000           0.002           1.000       5.341e-02          0.6387
 359       3.568e-01       3.874e+00       3.636e-02          -0.037           0.002           0.999       4.874e-02          0.6372
 360       2.331e-01       3.874e+00       3.082e-02          -0.072           0.002           0.997       4.128e-02          0.6178
 361       1.308e-01       3.874e+00       2.275e-02          -0.105           0.002           0.994       3.142e-02          0.5988
 362       5.602e-02       3.874e+00       1.437e-02          -0.139           0.001           0.990       1.970e-02          0.6127
 363       1.297e-02       3.874e+00       8.173e-03          -0.170           0.001           0.985       6.728e-03          0.9592
Strip 29
 364       1.194e+00       4.239e+00      -9.520e-03           0.089          -0.004           0.996       6.129e-03          0.0623
 365       1.168e+00       4.239e+00      -7.175e-03           0.092          -0.003           0.996       1.803e-02          0.1273
 366       1.109e+00       4.239e+00      -1.723e-03           0.093          -0.002           0.996       2.889e-02          0.2166
 367       1.020e+00       4.239e+00       6.480e-03           0.090          -0.001           0.996       3.806e-02          0.3170
 368       9.072e-01       4.239e+00       1.637e-02           0.080           0.000           0.997       4.499e-02          0.4231
 369       7.763e-01       4.239e+00       2.623e-02           0.061           0.001           0.998       4.926e-02          0.5233
 370       6.350e-01       4.239e+00       3.379e-02           0.031           0.001           1.000       5.067e-02          0.5809
 371       4.916e-01       4.239e+00       3.701e-02          -0.003           0.002           1.000       4.917e-02          0.6069
 372       3.545e-01       4.239e+00       3.551e-02          -0.038           0.002           0.999       4.487e-02          0.6034
 373       2.315e-01       4.239e+00       2.997e-02          -0.071           0.002           0.997       3.800e-02          0.5837
 374       1.299e-01       4.239e+00       2.204e-02          -0.104           0.002           0.995       2.893e-02          0.5613
 375       5.561e-02       4.239e+00       1.381e-02          -0.139           0.001           0.990       1.813e-02          0.5608
 376       1.285e-02       4.239e+00       7.637e-03          -0.178           0.001           0.984       6.203e-03          0.7776
Strip 30
 377       1.186e+00       4.575e+00      -7.662e-03           0.083          -0.004           0.997       5.565e-03          0.0516
 378       1.161e+00       4.575e+00      -5.492e-03           0.086          -0.003           0.996       1.638e-02          0.1111
 379       1.102e+00       4.575e+00      -3.910e-04           0.089          -0.002           0.996       2.624e-02          0.1968
 380       1.014e+00       4.575e+00       7.386e-03           0.087          -0.001           0.996       3.457e-02          0.2953
 381       9.018e-01       4.575e+00       1.686e-02           0.078           0.000           0.997       4.086e-02          0.4012
 382       7.716e-01       4.575e+00       2.637e-02           0.059           0.001           0.998       4.475e-02          0.5015
 383       6.311e-01       4.575e+00       3.360e-02           0.028           0.001           1.000       4.603e-02          0.5549
 384       4.886e-01       4.575e+00       3.649e-02          -0.005           0.002           1.000       4.467e-02          0.5736
 385       3.523e-01       4.575e+00       3.474e-02          -0.038           0.002           0.999       4.077e-02          0.5676
 386       2.301e-01       4.575e+00       2.919e-02          -0.070           0.002           0.998       3.452e-02          0.5470
 387       1.291e-01       4.575e+00       2.139e-02          -0.103           0.002           0.995       2.628e-02          0.5201
 388       5.524e-02       4.575e+00       1.329e-02          -0.138           0.001           0.990       1.647e-02          0.5028
 389       1.274e-02       4.575e+00       7.144e-03          -0.185           0.001           0.983       5.643e-03          0.5865
Strip 31
 390       1.180e+00       4.879e+00      -5.978e-03           0.077          -0.004           0.997       4.974e-03          0.0410
 391       1.154e+00       4.879e+00      -3.965e-03           0.080          -0.003           0.997       1.464e-02          0.0947
 392       1.096e+00       4.879e+00       8.171e-04           0.084          -0.002           0.996       2.345e-02          0.1765
 393       1.009e+00       4.879e+00       8.209e-03           0.083          -0.001           0.997       3.090e-02          0.2725
 394       8.968e-01       4.879e+00       1.731e-02           0.076          -0.000           0.997       3.653e-02          0.3777
 395       7.673e-01       4.879e+00       2.649e-02           0.058           0.001           0.998       4.001e-02          0.4775
 396       6.276e-01       4.879e+00       3.343e-02           0.026           0.001           1.000       4.115e-02          0.5265
 397       4.859e-01       4.879e+00       3.600e-02          -0.007           0.002           1.000       3.995e-02          0.5380
 398       3.503e-01       4.879e+00       3.403e-02          -0.039           0.002           0.999       3.646e-02          0.5294
 399       2.288e-01       4.879e+00       2.848e-02          -0.070           0.002           0.998       3.087e-02          0.5072
 400       1.284e-01       4.879e+00       2.080e-02          -0.102           0.002           0.995       2.349e-02          0.4747
 401       5.491e-02       4.879e+00       1.282e-02          -0.138           0.001           0.990       1.473e-02          0.4382
 402       1.264e-02       4.879e+00       6.696e-03          -0.192           0.001           0.981       5.052e-03          0.3859
Strip 32
 403       1.174e+00       5.150e+00      -4.478e-03           0.071          -0.004           0.997       4.358e-03          0.0304
 404       1.149e+00       5.150e+00      -2.606e-03           0.076          -0.003           0.997       1.282e-02          0.0781
 405       1.091e+00       5.150e+00       1.893e-03           0.081          -0.002           0.997       2.055e-02          0.1553
 406       1.004e+00       5.150e+00       8.941e-03           0.081          -0.001           0.997       2.708e-02          0.2482
 407       8.923e-01       5.150e+00       1.771e-02           0.074          -0.000           0.997       3.202e-02          0.3516
 408       7.635e-01       5.150e+00       2.661e-02           0.056           0.001           0.998       3.507e-02          0.4501
 409       6.245e-01       5.150e+00       3.328e-02           0.024           0.001           1.000       3.607e-02          0.4946
 410       4.835e-01       5.150e+00       3.558e-02          -0.009           0.002           1.000       3.502e-02          0.4993
 411       3.486e-01       5.150e+00       3.341e-02          -0.039           0.002           0.999       3.196e-02          0.4881
 412       2.277e-01       5.150e+00       2.785e-02          -0.069           0.002           0.998       2.706e-02          0.4640
 413       1.277e-01       5.150e+00       2.027e-02          -0.101           0.002           0.995       2.059e-02          0.4251
 414       5.461e-02       5.150e+00       1.240e-02          -0.137           0.001           0.991       1.291e-02          0.3673
 415       1.255e-02       5.150e+00       6.298e-03          -0.198           0.001           0.980       4.434e-03          0.1771
Strip 33
 416       1.169e+00       5.386e+00      -3.173e-03           0.066          -0.004           0.998       3.722e-03          0.0196
 417       1.144e+00       5.386e+00      -1.423e-03           0.071          -0.003           0.997       1.095e-02          0.0609
 418       1.086e+00       5.386e+00       2.829e-03           0.077          -0.002           0.997       1.755e-02          0.1328
 419       9.992e-01       5.386e+00       9.578e-03           0.078          -0.001           0.997       2.313e-02          0.2214
 420       8.885e-01       5.386e+00       1.806e-02           0.072          -0.000           0.997       2.735e-02          0.3218
 421       7.602e-01       5.386e+00       2.670e-02           0.055           0.001           0.999       2.996e-02          0.4179
 422       6.218e-01       5.386e+00       3.315e-02           0.023           0.001           1.000       3.082e-02          0.4577
 423       4.814e-01       5.386e+00       3.520e-02          -0.011           0.002           1.000       2.992e-02          0.4562
 424       3.471e-01       5.386e+00       3.286e-02          -0.040           0.002           0.999       2.730e-02          0.4429
 425       2.267e-01       5.386e+00       2.730e-02          -0.069           0.002           0.998       2.312e-02          0.4172
 426       1.272e-01       5.386e+00       1.982e-02          -0.100           0.002           0.995       1.759e-02          0.3717
 427       5.435e-02       5.386e+00       1.204e-02          -0.137           0.001           0.991       1.103e-02          0.2914
 428       1.247e-02       5.386e+00       5.951e-03          -0.203           0.001           0.979       3.792e-03         -0.0357
Strip 34
 429       1.165e+00       5.585e+00      -2.071e-03           0.062          -0.004           0.998       3.068e-03          0.0087
 430       1.139e+00       5.585e+00      -4.248e-04           0.068          -0.003           0.998       9.030e-03          0.0431
 431       1.082e+00       5.585e+00       3.619e-03           0.074          -0.002           0.997       1.447e-02          0.1086
 432       9.955e-01       5.585e+00       1.012e-02           0.076          -0.001           0.997       1.907e-02          0.1913
 433       8.852e-01       5.585e+00       1.835e-02           0.070          -0.000           0.998       2.255e-02          0.2867
 434       7.574e-01       5.585e+00       2.679e-02           0.054           0.001           0.999       2.470e-02          0.3787
 435       6.195e-01       5.585e+00       3.304e-02           0.021           0.001           1.000       2.541e-02          0.4134
 436       4.796e-01       5.585e+00       3.489e-02          -0.012           0.002           1.000       2.467e-02          0.4068
 437       3.458e-01       5.585e+00       3.240e-02          -0.040           0.002           0.999       2.251e-02          0.3928
 438       2.258e-01       5.585e+00       2.684e-02          -0.068           0.002           0.998       1.906e-02          0.3670
 439       1.267e-01       5.585e+00       1.943e-02          -0.099           0.002           0.995       1.450e-02          0.3162
 440       5.413e-02       5.585e+00       1.173e-02          -0.137           0.001           0.991       9.095e-03          0.2139
 441       1.240e-02       5.585e+00       5.659e-03          -0.207           0.001           0.978       3.130e-03         -0.2439
Strip 35
 442       1.161e+00       5.746e+00      -1.180e-03           0.059          -0.004           0.998       2.401e-03         -0.0020
 443       1.136e+00       5.746e+00       3.822e-04           0.065          -0.003           0.998       7.066e-03          0.0253
 444       1.079e+00       5.746e+00       4.258e-03           0.072          -0.002           0.997       1.133e-02          0.0831
 445       9.926e-01       5.746e+00       1.055e-02           0.074          -0.001           0.997       1.492e-02          0.1577
 446       8.826e-01       5.746e+00       1.859e-02           0.069          -0.000           0.998       1.765e-02          0.2449
 447       7.552e-01       5.746e+00       2.685e-02           0.053           0.001           0.999       1.933e-02          0.3299
 448       6.177e-01       5.746e+00       3.295e-02           0.020           0.001           1.000       1.989e-02          0.3586
 449       4.782e-01       5.746e+00       3.464e-02          -0.013           0.002           1.000       1.931e-02          0.3483
 450       3.447e-01       5.746e+00       3.203e-02          -0.040           0.002           0.999       1.762e-02          0.3362
 451       2.251e-01       5.746e+00       2.646e-02          -0.068           0.002           0.998       1.492e-02          0.3137
 452       1.263e-01       5.746e+00       1.912e-02          -0.098           0.002           0.995       1.135e-02          0.2613
 453       5.395e-02       5.746e+00       1.148e-02          -0.136           0.001           0.991       7.118e-03          0.1409
 454       1.235e-02       5.746e+00       5.422e-03          -0.211           0.001           0.978       2.452e-03         -0.4322
Strip 36
 455       1.159e+00       5.867e+00      -5.072e-04           0.057          -0.004           0.998       1.723e-03         -0.0113
 456       1.134e+00       5.867e+00       9.923e-04           0.063          -0.003           0.998       5.070e-03          0.0091
 457       1.076e+00       5.867e+00       4.741e-03           0.070          -0.002           0.998       8.126e-03          0.0582
 458       9.904e-01       5.867e+00       1.088e-02           0.073          -0.001           0.997       1.071e-02          0.1214
 459       8.806e-01       5.867e+00       1.877e-02           0.068          -0.000           0.998       1.266e-02          0.1956
 460       7.535e-01       5.867e+00       2.690e-02           0.052           0.001           0.999       1.387e-02          0.2690
 461       6.163e-01       5.867e+00       3.288e-02           0.019           0.001           1.000       1.427e-02          0.2906
 462       4.771e-01       5.867e+00       3.444e-02          -0.014           0.002           1.000       1.386e-02          0.2784
 463       3.440e-01       5.867e+00       3.175e-02          -0.041           0.002           0.999       1.264e-02          0.2703
 464       2.246e-01       5.867e+00       2.618e-02          -0.068           0.002           0.998       1.070e-02          0.2562
 465       1.260e-01       5.867e+00       1.888e-02          -0.098           0.002           0.995       8.145e-03          0.2109
 466       5.382e-02       5.867e+00       1.129e-02          -0.136           0.001           0.991       5.107e-03          0.0828
 467       1.231e-02       5.867e+00       5.243e-03          -0.214           0.001           0.977       1.761e-03         -0.5755
Strip 37
 468       1.157e+00       5.949e+00      -5.585e-05           0.055          -0.004           0.998       1.037e-03         -0.0171
 469       1.132e+00       5.949e+00       1.401e-03           0.061          -0.003           0.998       3.051e-03         -0.0022
 470       1.075e+00       5.949e+00       5.064e-03           0.069          -0.002           0.998       4.890e-03          0.0367
 471       9.889e-01       5.949e+00       1.110e-02           0.072          -0.001           0.997       6.445e-03          0.0841
 472       8.793e-01       5.949e+00       1.889e-02           0.068          -0.000           0.998       7.621e-03          0.1393
 473       7.523e-01       5.949e+00       2.694e-02           0.051           0.001           0.999       8.349e-03          0.1952
 474       6.154e-01       5.949e+00       3.284e-02           0.019           0.001           1.000       8.589e-03          0.2094
 475       4.764e-01       5.949e+00       3.432e-02          -0.015           0.002           1.000       8.339e-03          0.1979
 476       3.434e-01       5.949e+00       3.156e-02          -0.041           0.002           0.999       7.610e-03          0.1937
 477       2.243e-01       5.949e+00       2.599e-02          -0.067           0.002           0.998       6.443e-03          0.1890
 478       1.258e-01       5.949e+00       1.873e-02          -0.098           0.002           0.995       4.902e-03          0.1637
 479       5.373e-02       5.949e+00       1.116e-02          -0.136           0.001           0.991       3.074e-03          0.0555
 480       1.228e-02       5.949e+00       5.123e-03          -0.215           0.001           0.977       1.060e-03         -0.6341
Strip 38
 481       1.156e+00       5.990e+00       1.706e-04           0.054          -0.004           0.999       3.461e-04         -0.0156
 482       1.131e+00       5.990e+00       1.607e-03           0.060          -0.004           0.998       1.018e-03         -0.0042
 483       1.074e+00       5.990e+00       5.227e-03           0.069          -0.002           0.998       1.632e-03          0.0205
 484       9.881e-01       5.990e+00       1.121e-02           0.072          -0.001           0.997       2.151e-03          0.0488
 485       8.786e-01       5.990e+00       1.895e-02           0.067          -0.000           0.998       2.544e-03          0.0817
 486       7.517e-01       5.990e+00       2.695e-02           0.051           0.001           0.999       2.787e-03          0.1154
 487       6.149e-01       5.990e+00       3.282e-02           0.018           0.001           1.000       2.867e-03          0.1235
 488       4.760e-01       5.990e+00       3.425e-02          -0.015           0.002           1.000       2.784e-03          0.1160
 489       3.432e-01       5.990e+00       3.147e-02          -0.041           0.002           0.999       2.541e-03          0.1139
 490       2.241e-01       5.990e+00       2.589e-02          -0.067           0.002           0.998       2.151e-03          0.1129
 491       1.257e-01       5.990e+00       1.865e-02          -0.098           0.002           0.995       1.636e-03          0.1035
 492       5.369e-02       5.990e+00       1.110e-02          -0.136           0.001           0.991       1.026e-03          0.0597
 493       1.226e-02       5.990e+00       5.063e-03          -0.216           0.001           0.976       3.540e-04         -0.5255










